Date,SKU,Stock Level,Reorder Level,Cost Price,,Reorder Quantity
11-01-2024,SKU0020,61,85,38.17,,24
12-01-2024,SKU0020,400,57,43.29,,0
13-01-2024,SKU0020,357,142,9.44,,0
14-01-2024,SKU0020,58,138,16.39,,80
15-01-2024,SKU0020,141,108,11.1,,0
16-01-2024,SKU0020,465,84,25.86,,0
17-01-2024,SKU0020,148,87,37.32,,0
18-01-2024,SKU0020,446,141,12.61,,0
19-01-2024,SKU0020,173,132,10.86,,0
20-01-2024,SKU0020,310,81,32.66,,0
21-01-2024,SKU0020,61,100,15.36,,39
22-01-2024,SKU0020,166,77,26.57,,0
23-01-2024,SKU0020,169,105,7.3,,0
24-01-2024,SKU0020,303,148,35.63,,0
25-01-2024,SKU0020,102,57,29.36,,0
26-01-2024,SKU0020,27,90,34.13,,63
27-01-2024,SKU0020,83,72,17.39,,0
28-01-2024,SKU0020,133,103,17.54,,0
29-01-2024,SKU0020,58,72,41.06,,14
30-01-2024,SKU0020,89,81,37.34,,0
01-01-2024,SKU0021,69,59,31.09,,0
02-01-2024,SKU0021,422,130,33.27,,0
03-01-2024,SKU0021,184,84,9.23,,0
04-01-2024,SKU0021,437,148,43.53,,0
05-01-2024,SKU0021,59,112,39.65,,53
06-01-2024,SKU0021,473,116,31.57,,0
07-01-2024,SKU0021,144,85,46.34,,0
08-01-2024,SKU0021,167,142,12.59,,0
09-01-2024,SKU0021,65,98,35.9,,33
10-01-2024,SKU0021,370,95,48.33,,0
11-01-2024,SKU0021,123,76,18.95,,0
12-01-2024,SKU0021,212,80,5.69,,0
13-01-2024,SKU0021,181,83,38.07,,0
14-01-2024,SKU0021,70,125,5.31,,55
15-01-2024,SKU0021,43,108,44.26,,65
16-01-2024,SKU0021,339,103,7.53,,0
17-01-2024,SKU0021,194,138,34.37,,0
18-01-2024,SKU0021,56,115,21.97,,59
19-01-2024,SKU0021,291,79,14.15,,0
20-01-2024,SKU0021,56,122,45.42,,66
21-01-2024,SKU0021,376,72,38.58,,0
22-01-2024,SKU0021,170,58,20.32,,0
23-01-2024,SKU0021,299,133,17.79,,0
24-01-2024,SKU0021,317,104,38.12,,0
25-01-2024,SKU0021,370,50,42.65,,0
26-01-2024,SKU0021,82,105,37.21,,23
27-01-2024,SKU0021,316,88,33.8,,0
28-01-2024,SKU0021,93,136,15.26,,43
29-01-2024,SKU0021,266,67,43.38,,0
30-01-2024,SKU0021,332,91,38.73,,0
01-01-2024,SKU0022,375,145,28.28,,0
02-01-2024,SKU0022,160,122,28.02,,0
03-01-2024,SKU0022,101,124,30.61,,23
04-01-2024,SKU0022,376,114,42.27,,0
05-01-2024,SKU0022,111,124,38.4,,13
06-01-2024,SKU0022,65,82,43.53,,17
07-01-2024,SKU0022,109,79,27.83,,0
08-01-2024,SKU0022,119,54,33.11,,0
09-01-2024,SKU0022,278,99,43.46,,0
10-01-2024,SKU0022,241,114,15.45,,0
11-01-2024,SKU0022,432,59,24.98,,0
12-01-2024,SKU0022,147,109,32.93,,0
13-01-2024,SKU0022,241,126,46.18,,0
14-01-2024,SKU0022,498,76,5.71,,0
15-01-2024,SKU0022,221,121,14.57,,0
16-01-2024,SKU0022,270,77,15.55,,0
17-01-2024,SKU0022,449,94,19.7,,0
18-01-2024,SKU0022,285,101,17.68,,0
19-01-2024,SKU0022,472,115,31.56,,0
20-01-2024,SKU0022,3,111,44.85,,108
21-01-2024,SKU0022,319,125,33.66,,0
22-01-2024,SKU0022,320,140,15.87,,0
23-01-2024,SKU0022,7,126,43.87,,119
24-01-2024,SKU0022,51,109,33.44,,58
25-01-2024,SKU0022,141,135,14.85,,0
26-01-2024,SKU0022,313,89,21.27,,0
27-01-2024,SKU0022,266,64,40.55,,0
28-01-2024,SKU0022,314,144,38.25,,0
29-01-2024,SKU0022,279,56,30.95,,0
30-01-2024,SKU0022,87,88,11.51,,1
01-01-2024,SKU0023,159,100,41.15,,0
02-01-2024,SKU0023,472,148,18.84,,0
03-01-2024,SKU0023,301,56,39.72,,0
04-01-2024,SKU0023,27,61,34.14,,34
05-01-2024,SKU0023,15,63,16.89,,48
06-01-2024,SKU0023,297,83,14.56,,0
07-01-2024,SKU0023,358,88,10.89,,0
08-01-2024,SKU0023,271,122,15.89,,0
09-01-2024,SKU0023,99,113,12.1,,14
10-01-2024,SKU0023,395,146,32.77,,0
11-01-2024,SKU0023,203,61,31.95,,0
12-01-2024,SKU0023,189,83,31.38,,0
13-01-2024,SKU0023,33,76,33.89,,43
14-01-2024,SKU0023,293,71,41.67,,0
15-01-2024,SKU0023,382,67,46.11,,0
16-01-2024,SKU0023,467,95,15.37,,0
17-01-2024,SKU0023,430,93,31.45,,0
18-01-2024,SKU0023,462,67,8.53,,0
19-01-2024,SKU0023,277,86,10.41,,0
20-01-2024,SKU0023,335,56,34.45,,0
21-01-2024,SKU0023,343,117,26.9,,0
22-01-2024,SKU0023,258,129,39.12,,0
23-01-2024,SKU0023,256,135,24.16,,0
24-01-2024,SKU0023,52,109,10.74,,57
25-01-2024,SKU0023,191,97,44.24,,0
26-01-2024,SKU0023,171,100,8.73,,0
27-01-2024,SKU0023,46,149,13.5,,103
28-01-2024,SKU0023,498,133,17.46,,0
29-01-2024,SKU0023,421,144,49.79,,0
30-01-2024,SKU0023,190,101,23.76,,0
01-01-2024,SKU0024,370,146,27.58,,0
02-01-2024,SKU0024,464,126,39.64,,0
03-01-2024,SKU0024,40,101,33.64,,61
04-01-2024,SKU0024,404,133,42.86,,0
05-01-2024,SKU0024,428,103,26.89,,0
06-01-2024,SKU0024,494,90,48.75,,0
07-01-2024,SKU0024,495,91,40.86,,0
08-01-2024,SKU0024,396,71,23.06,,0
09-01-2024,SKU0024,193,88,22.16,,0
10-01-2024,SKU0024,65,72,46.83,,7
11-01-2024,SKU0024,42,97,35.8,,55
12-01-2024,SKU0024,189,82,32.96,,0
13-01-2024,SKU0024,88,90,39.1,,2
14-01-2024,SKU0024,475,79,30.24,,0
15-01-2024,SKU0024,175,127,12.16,,0
16-01-2024,SKU0024,368,96,19.36,,0
17-01-2024,SKU0024,25,149,30.11,,124
18-01-2024,SKU0024,98,106,5.82,,8
19-01-2024,SKU0024,475,121,24.68,,0
20-01-2024,SKU0024,60,106,39.01,,46
21-01-2024,SKU0024,380,111,12.39,,0
22-01-2024,SKU0024,249,135,7.91,,0
23-01-2024,SKU0024,374,106,42.62,,0
24-01-2024,SKU0024,317,117,32.78,,0
25-01-2024,SKU0024,224,148,12.95,,0
26-01-2024,SKU0024,81,121,41.28,,40
27-01-2024,SKU0024,397,147,34.62,,0
28-01-2024,SKU0024,181,135,20.04,,0
29-01-2024,SKU0024,424,74,21.93,,0
30-01-2024,SKU0024,187,138,12.01,,0
01-01-2024,SKU0025,392,89,42.59,,0
02-01-2024,SKU0025,43,66,27.91,,23
03-01-2024,SKU0025,311,129,30.07,,0
04-01-2024,SKU0025,477,97,44.76,,0
05-01-2024,SKU0025,258,88,5.71,,0
06-01-2024,SKU0025,97,64,8.01,,0
07-01-2024,SKU0025,352,66,12.27,,0
08-01-2024,SKU0025,90,84,6.35,,0
09-01-2024,SKU0025,314,82,34.62,,0
10-01-2024,SKU0025,328,67,33.52,,0
11-01-2024,SKU0025,140,79,14.49,,0
12-01-2024,SKU0025,413,136,11.72,,0
13-01-2024,SKU0025,308,86,11.56,,0
14-01-2024,SKU0025,251,56,47.9,,0
15-01-2024,SKU0025,207,123,36.21,,0
16-01-2024,SKU0025,178,129,31.34,,0
17-01-2024,SKU0025,297,77,19.51,,0
18-01-2024,SKU0025,409,136,24.49,,0
19-01-2024,SKU0025,186,147,9.02,,0
20-01-2024,SKU0025,324,67,49.92,,0
21-01-2024,SKU0025,109,96,38.98,,0
22-01-2024,SKU0025,218,72,32.97,,0
23-01-2024,SKU0025,462,69,31.45,,0
24-01-2024,SKU0025,347,80,27.69,,0
25-01-2024,SKU0025,2,63,16.58,,61
26-01-2024,SKU0025,40,72,15.19,,32
27-01-2024,SKU0025,124,51,29.73,,0
28-01-2024,SKU0025,256,78,8.16,,0
29-01-2024,SKU0025,192,99,8.35,,0
30-01-2024,SKU0025,114,122,30.24,,8
01-01-2024,SKU0026,69,108,46.39,,39
02-01-2024,SKU0026,458,82,46.14,,0
03-01-2024,SKU0026,381,97,5.49,,0
04-01-2024,SKU0026,305,93,9.83,,0
05-01-2024,SKU0026,493,61,31.24,,0
06-01-2024,SKU0026,335,132,43.18,,0
07-01-2024,SKU0026,96,91,47.95,,0
08-01-2024,SKU0026,215,133,43.73,,0
09-01-2024,SKU0026,314,144,35.49,,0
10-01-2024,SKU0026,223,84,14.02,,0
11-01-2024,SKU0026,329,90,8.27,,0
12-01-2024,SKU0026,318,134,7.14,,0
13-01-2024,SKU0026,280,104,32.54,,0
14-01-2024,SKU0026,393,62,6.63,,0
15-01-2024,SKU0026,332,88,38.27,,0
16-01-2024,SKU0026,379,140,37.06,,0
17-01-2024,SKU0026,128,138,8.58,,10
18-01-2024,SKU0026,98,115,45.8,,17
19-01-2024,SKU0026,269,84,28.49,,0
20-01-2024,SKU0026,404,121,45.7,,0
21-01-2024,SKU0026,495,82,45.57,,0
22-01-2024,SKU0026,246,138,13.87,,0
23-01-2024,SKU0026,185,134,22.13,,0
24-01-2024,SKU0026,243,85,11.06,,0
25-01-2024,SKU0026,37,62,39.87,,25
26-01-2024,SKU0026,256,105,27.69,,0
27-01-2024,SKU0026,339,95,46.8,,0
28-01-2024,SKU0026,247,122,14.37,,0
29-01-2024,SKU0026,132,148,35.98,,16
30-01-2024,SKU0026,487,95,49.52,,0
01-01-2024,SKU0027,43,149,34.94,,106
02-01-2024,SKU0027,479,93,8.09,,0
03-01-2024,SKU0027,192,95,31.48,,0
04-01-2024,SKU0027,492,123,13.09,,0
05-01-2024,SKU0027,488,118,6.37,,0
06-01-2024,SKU0027,499,80,20.07,,0
07-01-2024,SKU0027,56,73,16.97,,17
08-01-2024,SKU0027,247,81,40.49,,0
09-01-2024,SKU0027,103,116,21.82,,13
10-01-2024,SKU0027,44,65,37.98,,21
11-01-2024,SKU0027,59,106,5.73,,47
12-01-2024,SKU0027,65,133,5.67,,68
13-01-2024,SKU0027,222,73,6.32,,0
14-01-2024,SKU0027,46,83,14.87,,37
15-01-2024,SKU0027,237,101,21.83,,0
16-01-2024,SKU0027,370,97,32.35,,0
17-01-2024,SKU0027,25,136,49.37,,111
18-01-2024,SKU0027,392,102,20.95,,0
19-01-2024,SKU0027,306,104,7.5,,0
20-01-2024,SKU0027,93,87,13.77,,0
21-01-2024,SKU0027,109,51,45.4,,0
22-01-2024,SKU0027,391,118,36.47,,0
23-01-2024,SKU0027,260,131,40.56,,0
24-01-2024,SKU0027,253,102,10.59,,0
25-01-2024,SKU0027,294,99,11.07,,0
26-01-2024,SKU0027,323,78,10.05,,0
27-01-2024,SKU0027,39,123,43.57,,84
28-01-2024,SKU0027,291,104,14.45,,0
29-01-2024,SKU0027,404,110,33.94,,0
30-01-2024,SKU0027,253,99,28.23,,0
01-01-2024,SKU0028,96,65,29.5,,0
02-01-2024,SKU0028,25,136,13.79,,111
03-01-2024,SKU0028,103,143,33.59,,40
04-01-2024,SKU0028,102,119,6.94,,17
05-01-2024,SKU0028,74,93,49.71,,19
06-01-2024,SKU0028,84,149,6.2,,65
07-01-2024,SKU0028,495,133,7.26,,0
08-01-2024,SKU0028,213,65,19.61,,0
09-01-2024,SKU0028,112,77,42.42,,0
10-01-2024,SKU0028,311,106,16.57,,0
11-01-2024,SKU0028,56,75,26.24,,19
12-01-2024,SKU0028,442,135,5.81,,0
13-01-2024,SKU0028,383,60,8.55,,0
14-01-2024,SKU0028,100,50,32.36,,0
15-01-2024,SKU0028,249,118,13.75,,0
16-01-2024,SKU0028,134,92,36.24,,0
17-01-2024,SKU0028,425,95,40.34,,0
18-01-2024,SKU0028,140,85,43.27,,0
19-01-2024,SKU0028,83,115,11.02,,32
20-01-2024,SKU0028,206,106,25.5,,0
21-01-2024,SKU0028,229,55,47.62,,0
22-01-2024,SKU0028,417,111,39.74,,0
23-01-2024,SKU0028,355,76,10.26,,0
24-01-2024,SKU0028,436,75,27.61,,0
25-01-2024,SKU0028,301,148,46.51,,0
26-01-2024,SKU0028,440,62,24.8,,0
27-01-2024,SKU0028,60,125,42.68,,65
28-01-2024,SKU0028,216,67,27.31,,0
29-01-2024,SKU0028,55,87,9.81,,32
30-01-2024,SKU0028,28,55,11.65,,27
01-01-2024,SKU0029,110,141,7.1,,31
02-01-2024,SKU0029,91,77,13.79,,0
03-01-2024,SKU0029,141,138,45.21,,0
04-01-2024,SKU0029,451,54,34.26,,0
05-01-2024,SKU0029,101,108,38.25,,7
06-01-2024,SKU0029,70,128,32.97,,58
07-01-2024,SKU0029,12,122,22.39,,110
08-01-2024,SKU0029,400,94,14.76,,0
09-01-2024,SKU0029,156,102,46.65,,0
10-01-2024,SKU0029,80,51,28.17,,0
11-01-2024,SKU0029,99,98,26.65,,0
12-01-2024,SKU0029,82,122,49.82,,40
13-01-2024,SKU0029,217,139,22.28,,0
14-01-2024,SKU0029,371,136,43.44,,0
15-01-2024,SKU0029,236,112,43.81,,0
16-01-2024,SKU0029,124,141,15.47,,17
17-01-2024,SKU0029,200,119,9.27,,0
18-01-2024,SKU0029,1,107,48.9,,106
19-01-2024,SKU0029,61,53,24.17,,0
20-01-2024,SKU0029,19,79,5.1,,60
21-01-2024,SKU0029,470,106,27.46,,0
22-01-2024,SKU0029,209,96,32.87,,0
23-01-2024,SKU0029,439,67,39.92,,0
24-01-2024,SKU0029,345,143,47.43,,0
25-01-2024,SKU0029,179,140,46.18,,0
26-01-2024,SKU0029,408,144,47.31,,0
27-01-2024,SKU0029,61,93,6.45,,32
28-01-2024,SKU0029,272,101,37.03,,0
29-01-2024,SKU0029,294,98,15.16,,0
30-01-2024,SKU0029,240,79,13.44,,0
01-01-2024,SKU0030,250,101,41.01,,0
02-01-2024,SKU0030,9,86,23.77,,77
03-01-2024,SKU0030,186,112,46.25,,0
04-01-2024,SKU0030,408,61,6.91,,0
05-01-2024,SKU0030,109,66,41.1,,0
06-01-2024,SKU0030,27,83,11.16,,56
07-01-2024,SKU0030,473,77,12.95,,0
08-01-2024,SKU0030,459,53,26.48,,0
09-01-2024,SKU0030,60,147,22.8,,87
10-01-2024,SKU0030,57,95,26.88,,38
11-01-2024,SKU0030,299,63,47.3,,0
12-01-2024,SKU0030,496,62,34.58,,0
13-01-2024,SKU0030,338,107,18.06,,0
14-01-2024,SKU0030,251,98,12.78,,0
15-01-2024,SKU0030,406,99,23.9,,0
16-01-2024,SKU0030,461,116,25.32,,0
17-01-2024,SKU0030,255,70,32.06,,0
18-01-2024,SKU0030,380,129,16.97,,0
19-01-2024,SKU0030,144,100,39.54,,0
20-01-2024,SKU0030,78,87,9.43,,9
21-01-2024,SKU0030,340,75,30.22,,0
22-01-2024,SKU0030,293,55,33.06,,0
23-01-2024,SKU0030,285,67,14.31,,0
24-01-2024,SKU0030,402,55,42.17,,0
25-01-2024,SKU0030,287,90,32.69,,0
26-01-2024,SKU0030,476,106,34.06,,0
27-01-2024,SKU0030,213,99,27.4,,0
28-01-2024,SKU0030,19,74,45.93,,55
29-01-2024,SKU0030,357,97,36.23,,0
30-01-2024,SKU0030,229,73,22.18,,0
01-01-2024,SKU0031,63,79,15.74,,16
02-01-2024,SKU0031,35,136,8.2,,101
03-01-2024,SKU0031,448,94,12.44,,0
04-01-2024,SKU0031,210,92,49.67,,0
05-01-2024,SKU0031,170,121,23.3,,0
06-01-2024,SKU0031,25,105,45.44,,80
07-01-2024,SKU0031,262,122,12.68,,0
08-01-2024,SKU0031,289,119,24.14,,0
09-01-2024,SKU0031,163,82,48.22,,0
10-01-2024,SKU0031,389,146,9.1,,0
11-01-2024,SKU0031,420,94,31.73,,0
12-01-2024,SKU0031,61,56,46.36,,0
13-01-2024,SKU0031,85,67,47.74,,0
14-01-2024,SKU0031,72,119,43.07,,47
15-01-2024,SKU0031,490,94,43.52,,0
16-01-2024,SKU0031,383,86,34.35,,0
17-01-2024,SKU0031,59,70,14.92,,11
18-01-2024,SKU0031,476,139,37.88,,0
19-01-2024,SKU0031,319,128,49.03,,0
20-01-2024,SKU0031,177,93,28.67,,0
21-01-2024,SKU0031,51,79,16.73,,28
22-01-2024,SKU0031,144,60,30.81,,0
23-01-2024,SKU0031,315,57,36.08,,0
24-01-2024,SKU0031,76,54,14.37,,0
25-01-2024,SKU0031,118,57,37.36,,0
26-01-2024,SKU0031,208,54,31.43,,0
27-01-2024,SKU0031,181,59,32.56,,0
28-01-2024,SKU0031,137,64,18.77,,0
29-01-2024,SKU0031,124,105,11.99,,0
30-01-2024,SKU0031,152,104,33.06,,0
01-01-2024,SKU0032,17,52,31.38,,35
02-01-2024,SKU0032,63,90,20.21,,27
03-01-2024,SKU0032,496,59,18.32,,0
04-01-2024,SKU0032,235,56,20.63,,0
05-01-2024,SKU0032,78,112,27.04,,34
06-01-2024,SKU0032,58,112,48.87,,54
07-01-2024,SKU0032,410,137,39.36,,0
08-01-2024,SKU0032,250,75,43.33,,0
09-01-2024,SKU0032,313,83,27.75,,0
10-01-2024,SKU0032,60,121,28.68,,61
11-01-2024,SKU0032,466,88,14.19,,0
12-01-2024,SKU0032,117,109,37.45,,0
13-01-2024,SKU0032,78,118,23.97,,40
14-01-2024,SKU0032,236,149,38.41,,0
15-01-2024,SKU0032,326,75,23.41,,0
16-01-2024,SKU0032,170,111,9.88,,0
17-01-2024,SKU0032,487,59,12.79,,0
18-01-2024,SKU0032,243,146,41.52,,0
19-01-2024,SKU0032,207,149,16.64,,0
20-01-2024,SKU0032,343,103,16.9,,0
21-01-2024,SKU0032,86,80,46.82,,0
22-01-2024,SKU0032,138,87,34.59,,0
23-01-2024,SKU0032,87,74,10.14,,0
24-01-2024,SKU0032,132,126,11.46,,0
25-01-2024,SKU0032,441,114,17.26,,0
26-01-2024,SKU0032,38,149,31.73,,111
27-01-2024,SKU0032,175,149,38.88,,0
28-01-2024,SKU0032,477,99,17.35,,0
29-01-2024,SKU0032,79,73,44.18,,0
30-01-2024,SKU0032,19,76,9.91,,57
01-01-2024,SKU0033,220,131,14.34,,0
02-01-2024,SKU0033,336,99,48.67,,0
03-01-2024,SKU0033,274,99,11.06,,0
04-01-2024,SKU0033,187,64,44.97,,0
05-01-2024,SKU0033,153,66,36.68,,0
06-01-2024,SKU0033,462,78,8.29,,0
07-01-2024,SKU0033,408,54,26.77,,0
08-01-2024,SKU0033,142,60,28.35,,0
09-01-2024,SKU0033,250,129,46.95,,0
10-01-2024,SKU0033,211,101,23.95,,0
11-01-2024,SKU0033,477,83,25.1,,0
12-01-2024,SKU0033,148,130,10.06,,0
13-01-2024,SKU0033,174,82,33.76,,0
14-01-2024,SKU0033,418,98,14.49,,0
15-01-2024,SKU0033,171,80,8.49,,0
16-01-2024,SKU0033,133,67,49.86,,0
17-01-2024,SKU0033,115,138,17.13,,23
18-01-2024,SKU0033,356,54,11.35,,0
19-01-2024,SKU0033,202,79,36.48,,0
20-01-2024,SKU0033,406,94,41.98,,0
21-01-2024,SKU0033,491,136,7.88,,0
22-01-2024,SKU0033,294,87,9.74,,0
23-01-2024,SKU0033,456,131,9.06,,0
24-01-2024,SKU0033,145,145,7.11,,0
25-01-2024,SKU0033,237,143,34.68,,0
26-01-2024,SKU0033,227,78,31.47,,0
27-01-2024,SKU0033,254,85,34.83,,0
28-01-2024,SKU0033,423,58,27.76,,0
29-01-2024,SKU0033,495,72,41.79,,0
30-01-2024,SKU0033,291,52,29.6,,0
01-01-2024,SKU0034,155,135,46.34,,0
02-01-2024,SKU0034,447,105,26.85,,0
03-01-2024,SKU0034,338,89,40.58,,0
04-01-2024,SKU0034,349,105,23.33,,0
05-01-2024,SKU0034,441,107,24.59,,0
06-01-2024,SKU0034,421,80,43.2,,0
07-01-2024,SKU0034,242,135,9.84,,0
08-01-2024,SKU0034,206,60,30.42,,0
09-01-2024,SKU0034,427,91,37.69,,0
10-01-2024,SKU0034,253,52,38.77,,0
11-01-2024,SKU0034,459,106,31.62,,0
12-01-2024,SKU0034,257,63,25.16,,0
13-01-2024,SKU0034,72,95,16.74,,23
14-01-2024,SKU0034,34,68,45.92,,34
15-01-2024,SKU0034,128,109,21.64,,0
16-01-2024,SKU0034,429,80,40.95,,0
17-01-2024,SKU0034,187,85,6.42,,0
18-01-2024,SKU0034,318,81,15.45,,0
19-01-2024,SKU0034,94,112,20.55,,18
20-01-2024,SKU0034,219,75,35.22,,0
21-01-2024,SKU0034,300,114,19.37,,0
22-01-2024,SKU0034,124,51,6.86,,0
23-01-2024,SKU0034,184,119,12.82,,0
24-01-2024,SKU0034,36,94,16.66,,58
25-01-2024,SKU0034,262,127,12.92,,0
26-01-2024,SKU0034,109,141,14.17,,32
27-01-2024,SKU0034,399,146,39.6,,0
28-01-2024,SKU0034,177,74,23.54,,0
29-01-2024,SKU0034,141,89,23.23,,0
30-01-2024,SKU0034,480,67,48.5,,0
01-01-2024,SKU0035,133,147,25.1,,14
02-01-2024,SKU0035,444,61,46.74,,0
03-01-2024,SKU0035,148,140,18.46,,0
04-01-2024,SKU0035,393,73,23.03,,0
05-01-2024,SKU0035,287,146,22.83,,0
06-01-2024,SKU0035,389,128,29.57,,0
07-01-2024,SKU0035,257,92,31.29,,0
08-01-2024,SKU0035,38,81,16.17,,43
09-01-2024,SKU0035,304,130,40.71,,0
10-01-2024,SKU0035,282,148,27.34,,0
11-01-2024,SKU0035,311,96,5.32,,0
12-01-2024,SKU0035,13,94,31.61,,81
13-01-2024,SKU0035,406,84,40.91,,0
14-01-2024,SKU0035,358,126,16.27,,0
15-01-2024,SKU0035,373,58,6.7,,0
16-01-2024,SKU0035,377,59,41.32,,0
17-01-2024,SKU0035,468,114,48.93,,0
18-01-2024,SKU0035,360,108,8.45,,0
19-01-2024,SKU0035,434,147,47.21,,0
20-01-2024,SKU0035,477,106,21.17,,0
21-01-2024,SKU0035,280,138,47.36,,0
22-01-2024,SKU0035,52,135,34.2,,83
23-01-2024,SKU0035,471,59,45.06,,0
24-01-2024,SKU0035,10,139,40.36,,129
25-01-2024,SKU0035,162,68,6.26,,0
26-01-2024,SKU0035,182,99,7.94,,0
27-01-2024,SKU0035,185,117,28.66,,0
28-01-2024,SKU0035,451,54,10.83,,0
29-01-2024,SKU0035,36,78,25.75,,42
30-01-2024,SKU0035,483,54,47.96,,0
01-01-2024,SKU0036,460,109,18.26,,0
02-01-2024,SKU0036,8,114,27,,106
03-01-2024,SKU0036,27,77,22.29,,50
04-01-2024,SKU0036,310,132,33.34,,0
05-01-2024,SKU0036,173,149,13.72,,0
06-01-2024,SKU0036,463,50,16.7,,0
07-01-2024,SKU0036,126,78,43.64,,0
08-01-2024,SKU0036,69,100,41.51,,31
09-01-2024,SKU0036,282,85,40.51,,0
10-01-2024,SKU0036,265,81,39.69,,0
11-01-2024,SKU0036,150,113,25.67,,0
12-01-2024,SKU0036,148,63,37.8,,0
13-01-2024,SKU0036,217,81,22.42,,0
14-01-2024,SKU0036,428,58,9.53,,0
15-01-2024,SKU0036,125,132,22.7,,7
16-01-2024,SKU0036,2,60,12.14,,58
17-01-2024,SKU0036,186,97,22.59,,0
18-01-2024,SKU0036,42,100,18.38,,58
19-01-2024,SKU0036,98,53,31.96,,0
20-01-2024,SKU0036,262,90,21.27,,0
21-01-2024,SKU0036,410,74,36.75,,0
22-01-2024,SKU0036,189,66,28.05,,0
23-01-2024,SKU0036,41,96,46.38,,55
24-01-2024,SKU0036,96,57,9.1,,0
25-01-2024,SKU0036,259,107,35.95,,0
26-01-2024,SKU0036,217,50,35.26,,0
27-01-2024,SKU0036,445,51,47.78,,0
28-01-2024,SKU0036,135,59,21.72,,0
29-01-2024,SKU0036,339,140,18.74,,0
30-01-2024,SKU0036,144,76,12.76,,0
01-01-2024,SKU0037,4,62,16.94,,58
02-01-2024,SKU0037,446,112,27.59,,0
03-01-2024,SKU0037,368,60,42.7,,0
04-01-2024,SKU0037,392,63,17.79,,0
05-01-2024,SKU0037,135,145,12.1,,10
06-01-2024,SKU0037,6,129,17.25,,123
07-01-2024,SKU0037,36,142,9.54,,106
08-01-2024,SKU0037,483,147,46.7,,0
09-01-2024,SKU0037,310,75,44.27,,0
10-01-2024,SKU0037,66,118,18.88,,52
11-01-2024,SKU0037,391,132,16.11,,0
12-01-2024,SKU0037,324,88,45.74,,0
13-01-2024,SKU0037,4,141,5.08,,137
14-01-2024,SKU0037,272,77,32.03,,0
15-01-2024,SKU0037,366,66,46.22,,0
16-01-2024,SKU0037,57,86,27.89,,29
17-01-2024,SKU0037,446,132,5.13,,0
18-01-2024,SKU0037,154,76,14.85,,0
19-01-2024,SKU0037,359,125,46.51,,0
20-01-2024,SKU0037,486,116,5.77,,0
21-01-2024,SKU0037,112,117,22.77,,5
22-01-2024,SKU0037,459,96,40.54,,0
23-01-2024,SKU0037,91,124,42.71,,33
24-01-2024,SKU0037,323,83,26.49,,0
25-01-2024,SKU0037,243,67,15.46,,0
26-01-2024,SKU0037,283,84,31.99,,0
27-01-2024,SKU0037,88,67,16.87,,0
28-01-2024,SKU0037,441,119,16.49,,0
29-01-2024,SKU0037,177,83,41.34,,0
30-01-2024,SKU0037,227,82,11.94,,0
01-01-2024,SKU0038,361,121,5.25,,0
02-01-2024,SKU0038,66,133,20.15,,67
03-01-2024,SKU0038,121,133,27.09,,12
04-01-2024,SKU0038,158,92,36.73,,0
05-01-2024,SKU0038,356,131,40.15,,0
06-01-2024,SKU0038,267,76,34.86,,0
07-01-2024,SKU0038,182,97,33.19,,0
08-01-2024,SKU0038,484,118,34.96,,0
09-01-2024,SKU0038,356,120,17.22,,0
10-01-2024,SKU0038,3,71,22.21,,68
11-01-2024,SKU0038,477,83,32.74,,0
12-01-2024,SKU0038,120,92,7.95,,0
13-01-2024,SKU0038,229,126,18.29,,0
14-01-2024,SKU0038,297,145,23.29,,0
15-01-2024,SKU0038,485,137,29,,0
16-01-2024,SKU0038,218,65,26.89,,0
17-01-2024,SKU0038,181,63,37.32,,0
18-01-2024,SKU0038,277,88,26.3,,0
19-01-2024,SKU0038,256,120,45.69,,0
20-01-2024,SKU0038,303,61,22.11,,0
21-01-2024,SKU0038,42,133,28.64,,91
22-01-2024,SKU0038,357,146,5.14,,0
23-01-2024,SKU0038,403,104,18.97,,0
24-01-2024,SKU0038,17,55,44,,38
25-01-2024,SKU0038,197,89,20.01,,0
26-01-2024,SKU0038,176,140,16.39,,0
27-01-2024,SKU0038,75,62,29.46,,0
28-01-2024,SKU0038,400,118,8.54,,0
29-01-2024,SKU0038,180,73,28.92,,0
30-01-2024,SKU0038,149,123,18.66,,0
01-01-2024,SKU0039,81,108,22.24,,27
02-01-2024,SKU0039,9,95,40.61,,86
03-01-2024,SKU0039,279,145,34.79,,0
04-01-2024,SKU0039,211,122,25.07,,0
05-01-2024,SKU0039,139,148,30.99,,9
06-01-2024,SKU0039,259,93,39.51,,0
07-01-2024,SKU0039,425,125,38.56,,0
08-01-2024,SKU0039,381,60,13.34,,0
09-01-2024,SKU0039,388,110,18.54,,0
10-01-2024,SKU0039,409,85,20.67,,0
11-01-2024,SKU0039,227,121,13.44,,0
12-01-2024,SKU0039,442,59,5.55,,0
13-01-2024,SKU0039,445,127,12.83,,0
14-01-2024,SKU0039,335,143,41.37,,0
15-01-2024,SKU0039,4,50,29.57,,46
16-01-2024,SKU0039,409,112,20.37,,0
17-01-2024,SKU0039,82,61,32.38,,0
18-01-2024,SKU0039,5,54,38.29,,49
19-01-2024,SKU0039,151,127,20.95,,0
20-01-2024,SKU0039,478,85,25.97,,0
21-01-2024,SKU0039,222,66,7.89,,0
22-01-2024,SKU0039,180,107,31.87,,0
