Order ID,Date,SKU,Units Sold,Selling Price,Total Sales Value
1484,26-10-2024,SKU0067,2,54.33,108.66
1485,26-10-2024,SKU0089,1,51.67,51.67
1486,25-10-2024,SKU0098,2,93.99,187.98
1487,11-10-2024,SKU0001,1,59.5,59.5
1488,13-10-2024,SKU0069,1,55.25,55.25
1489,03-11-2024,SKU0039,1,79.72,79.72
1490,06-11-2024,SKU0052,1,63.38,63.38
1491,10-10-2024,SKU0095,2,32.4,64.8
1492,04-11-2024,SKU0036,2,99.9,199.8
1493,19-10-2024,SKU0067,1,35.27,35.27
1494,13-10-2024,SKU0012,2,71.48,142.96
1495,31-10-2024,SKU0061,2,54.08,108.16
1496,17-10-2024,SKU0080,1,20.97,20.97
1497,03-11-2024,SKU0072,1,96.31,96.31
1498,24-10-2024,SKU0011,1,40.22,40.22
1499,01-10-2024,SKU0014,2,69.13,138.26
1500,30-10-2024,SKU0091,2,76.39,152.78
1501,11-11-2024,SKU0082,2,45.52,91.04
1502,26-10-2024,SKU0054,1,33.47,33.47
1503,13-11-2024,SKU0008,2,15.3,30.6
1504,17-09-2024,SKU0033,1,95.64,95.64
1505,27-09-2024,SKU0004,1,62.39,62.39
1506,01-10-2024,SKU0030,1,74.48,74.48
1507,19-10-2024,SKU0084,2,52.2,104.4
1508,12-11-2024,SKU0094,2,30.99,61.98
1509,03-11-2024,SKU0091,1,99.59,99.59
1510,18-10-2024,SKU0089,2,97.07,194.14
1511,11-10-2024,SKU0054,1,87.4,87.4
1512,25-10-2024,SKU0006,2,92.45,184.9
1513,19-10-2024,SKU0005,1,61.75,61.75
1514,15-10-2024,SKU0078,2,43.1,86.2
1515,13-11-2024,SKU0051,2,40.88,81.76
1516,20-10-2024,SKU0014,2,94.04,188.08
1517,24-09-2024,SKU0034,2,96.3,192.6
1518,11-11-2024,SKU0041,1,49.64,49.64
1519,27-09-2024,SKU0089,2,64.64,129.28
1520,29-09-2024,SKU0039,2,82.47,164.94
1521,21-09-2024,SKU0018,2,73.23,146.46
1522,05-11-2024,SKU0020,1,88.27,88.27
1523,05-10-2024,SKU0008,1,64.78,64.78
1524,07-10-2024,SKU0026,2,62.42,124.84
1525,19-09-2024,SKU0085,1,43.82,43.82
1526,12-10-2024,SKU0027,2,16.6,33.2
1527,19-10-2024,SKU0032,1,15,15
1528,16-10-2024,SKU0042,1,23.66,23.66
1529,08-10-2024,SKU0050,2,15.2,30.4
1530,21-09-2024,SKU0081,2,58.16,116.32
1531,05-10-2024,SKU0049,2,46.32,92.64
1532,25-09-2024,SKU0065,1,12.36,12.36
1533,13-11-2024,SKU0063,2,11.97,23.94
1534,10-10-2024,SKU0027,2,57.07,114.14
1535,25-10-2024,SKU0100,1,59.42,59.42
1536,28-09-2024,SKU0075,1,13.36,13.36
1537,01-11-2024,SKU0035,1,70.3,70.3
1538,16-11-2024,SKU0038,2,21.33,42.66
1539,03-11-2024,SKU0038,2,54.51,109.02
1540,31-10-2024,SKU0042,1,24.29,24.29
1541,13-10-2024,SKU0042,2,13.52,27.04
1542,05-11-2024,SKU0049,1,29.11,29.11
1543,28-10-2024,SKU0057,2,51.77,103.54
1544,08-11-2024,SKU0100,2,76.95,153.9
1545,07-10-2024,SKU0054,2,33.9,67.8
1546,24-10-2024,SKU0010,2,71.66,143.32
1547,09-11-2024,SKU0060,2,87.64,175.28
1548,21-10-2024,SKU0040,1,34.28,34.28
1549,18-10-2024,SKU0001,2,57,114
1550,14-11-2024,SKU0086,2,46.85,93.7
1551,22-10-2024,SKU0064,2,12.47,24.94
1552,19-10-2024,SKU0081,2,45.27,90.54
1553,29-10-2024,SKU0012,2,43.95,87.9
1554,03-10-2024,SKU0057,2,65.97,131.94
1555,21-09-2024,SKU0077,2,87.98,175.96
1556,30-10-2024,SKU0089,2,70.47,140.94
1557,06-10-2024,SKU0026,2,41.98,83.96
1558,09-10-2024,SKU0040,2,50.4,100.8
1559,25-10-2024,SKU0043,1,89.84,89.84
1560,20-09-2024,SKU0097,1,67.51,67.51
1561,12-10-2024,SKU0072,2,45.09,90.18
1562,16-10-2024,SKU0013,1,64.01,64.01
1563,03-11-2024,SKU0090,2,67.99,135.98
1564,02-11-2024,SKU0056,1,53.4,53.4
1565,01-11-2024,SKU0017,2,87.88,175.76
1566,15-10-2024,SKU0088,1,83.15,83.15
1567,20-10-2024,SKU0024,1,57.2,57.2
1568,26-09-2024,SKU0076,1,96.25,96.25
1569,06-10-2024,SKU0095,2,95.79,191.58
1570,10-10-2024,SKU0058,1,96.95,96.95
1571,20-10-2024,SKU0080,1,29.85,29.85
1572,23-10-2024,SKU0061,2,19.3,38.6
1573,29-09-2024,SKU0080,1,65.72,65.72
1574,09-10-2024,SKU0094,1,75.48,75.48
1575,26-09-2024,SKU0028,2,37.63,75.26
1576,08-10-2024,SKU0067,2,58.39,116.78
1577,31-10-2024,SKU0097,2,68.31,136.62
1578,30-09-2024,SKU0051,1,51.7,51.7
1579,11-10-2024,SKU0088,1,58.72,58.72
1580,04-10-2024,SKU0094,1,16.77,16.77
1581,06-10-2024,SKU0092,1,99.47,99.47
1582,10-11-2024,SKU0039,1,44.08,44.08
1583,14-10-2024,SKU0066,2,28.47,56.94
1584,24-09-2024,SKU0077,1,53.2,53.2
1585,21-09-2024,SKU0074,2,38.57,77.14
1586,07-10-2024,SKU0040,1,45.24,45.24
1587,06-10-2024,SKU0013,2,60.66,121.32
1588,12-11-2024,SKU0019,1,35.06,35.06
1589,30-10-2024,SKU0006,1,69.98,69.98
1590,02-10-2024,SKU0018,1,48.86,48.86
1591,13-11-2024,SKU0009,2,17.57,35.14
1592,06-10-2024,SKU0081,2,89.82,179.64
1593,06-11-2024,SKU0068,2,52.96,105.92
1594,11-10-2024,SKU0054,2,93.06,186.12
1595,23-09-2024,SKU0050,2,44.26,88.52
1596,11-10-2024,SKU0070,1,58.84,58.84
1597,22-10-2024,SKU0011,2,88.62,177.24
1598,06-11-2024,SKU0055,1,51.6,51.6
1599,26-09-2024,SKU0042,2,66.98,133.96
1600,26-10-2024,SKU0090,2,32.24,64.48
1601,02-10-2024,SKU0011,2,31.43,62.86
1602,20-09-2024,SKU0072,1,58.84,58.84
1603,26-09-2024,SKU0067,2,65.19,130.38
1604,06-11-2024,SKU0002,1,69.02,69.02
1605,03-11-2024,SKU0082,1,79.18,79.18
1606,17-10-2024,SKU0066,1,93.03,93.03
1607,28-09-2024,SKU0026,2,31.61,63.22
1608,06-10-2024,SKU0076,2,65.75,131.5
1609,18-10-2024,SKU0037,2,49.88,99.76
1610,18-09-2024,SKU0090,1,18.03,18.03
1611,15-11-2024,SKU0036,2,50.82,101.64
1612,27-09-2024,SKU0016,2,81.16,162.32
1613,06-10-2024,SKU0078,2,17.12,34.24
1614,09-10-2024,SKU0066,2,64.56,129.12
1615,29-09-2024,SKU0021,2,46.91,93.82
1616,21-10-2024,SKU0007,2,68.87,137.74
1617,03-10-2024,SKU0011,1,83.92,83.92
1618,26-09-2024,SKU0056,2,58.75,117.5
1619,26-10-2024,SKU0044,1,37.36,37.36
1620,24-10-2024,SKU0054,2,18.11,36.22
1621,30-09-2024,SKU0093,2,35.98,71.96
1622,05-10-2024,SKU0057,2,42.82,85.64
1623,18-10-2024,SKU0058,1,67.71,67.71
1624,11-11-2024,SKU0037,1,44.95,44.95
1625,09-11-2024,SKU0048,2,46.24,92.48
1626,19-10-2024,SKU0062,1,36.14,36.14
1627,12-11-2024,SKU0039,2,42.66,85.32
1628,29-10-2024,SKU0092,2,33.94,67.88
1629,11-10-2024,SKU0064,2,76.07,152.14
1630,11-10-2024,SKU0068,1,98.47,98.47
1631,30-09-2024,SKU0068,1,76.12,76.12
1632,31-10-2024,SKU0027,1,16.63,16.63
1633,30-10-2024,SKU0070,1,66.94,66.94
1634,09-11-2024,SKU0098,1,73.26,73.26
1635,24-10-2024,SKU0082,2,80.04,160.08
1636,16-11-2024,SKU0060,1,78.64,78.64
1637,22-10-2024,SKU0044,2,55.75,111.5
1638,10-10-2024,SKU0030,1,33.62,33.62
1639,27-10-2024,SKU0097,1,20.85,20.85
1640,15-11-2024,SKU0058,1,10.75,10.75
1641,25-10-2024,SKU0084,2,10.14,20.28
1642,25-10-2024,SKU0036,2,94.26,188.52
1643,29-09-2024,SKU0005,2,64.72,129.44
1644,18-09-2024,SKU0099,1,61.68,61.68
1645,20-10-2024,SKU0019,1,43.9,43.9
1646,15-11-2024,SKU0012,1,81.87,81.87
1647,01-10-2024,SKU0090,2,29.82,59.64
1648,13-11-2024,SKU0060,2,76.43,152.86
1649,03-11-2024,SKU0083,2,42.65,85.3
1650,14-11-2024,SKU0011,1,73.7,73.7
1651,18-09-2024,SKU0053,1,73.58,73.58
1652,07-11-2024,SKU0020,1,38.38,38.38
1653,11-10-2024,SKU0073,1,94.08,94.08
1654,21-09-2024,SKU0084,1,55.69,55.69
1655,20-10-2024,SKU0027,2,33.2,66.4
1656,07-11-2024,SKU0058,1,70.64,70.64
1657,25-10-2024,SKU0005,2,77.58,155.16
1658,21-09-2024,SKU0074,2,95.56,191.12
1659,29-10-2024,SKU0009,2,16.59,33.18
1660,24-09-2024,SKU0089,2,58.59,117.18
1661,04-11-2024,SKU0077,1,54.13,54.13
1662,30-09-2024,SKU0032,1,37.92,37.92
1663,15-10-2024,SKU0072,2,79.1,158.2
1664,16-10-2024,SKU0054,2,27.48,54.96
1665,23-10-2024,SKU0045,2,39.5,79
1666,20-09-2024,SKU0027,2,78.95,157.9
1667,21-10-2024,SKU0086,1,52.95,52.95
1668,23-09-2024,SKU0028,1,22.25,22.25
1669,12-10-2024,SKU0018,1,90.48,90.48
1670,18-10-2024,SKU0087,1,75.77,75.77
1671,29-10-2024,SKU0031,2,60.65,121.3
1672,19-10-2024,SKU0041,1,64.84,64.84
1673,09-11-2024,SKU0034,2,66.34,132.68
1674,10-10-2024,SKU0007,2,54.94,109.88
1675,05-11-2024,SKU0005,1,77.03,77.03
1676,09-11-2024,SKU0021,1,74.38,74.38
1677,14-11-2024,SKU0006,2,10.25,20.5
1678,17-09-2024,SKU0045,1,19.95,19.95
1679,15-10-2024,SKU0035,2,12.28,24.56
1680,03-11-2024,SKU0087,1,25.2,25.2
1681,31-10-2024,SKU0003,2,16.51,33.02
1682,24-10-2024,SKU0033,1,27.44,27.44
1683,24-10-2024,SKU0038,1,58.47,58.47
1684,07-10-2024,SKU0087,2,70.27,140.54
1685,09-10-2024,SKU0080,1,92.67,92.67
1686,01-11-2024,SKU0089,2,76.54,153.08
1687,21-09-2024,SKU0016,2,12.83,25.66
1688,16-10-2024,SKU0089,1,52.18,52.18
1689,26-10-2024,SKU0071,1,70.81,70.81
1690,04-10-2024,SKU0008,2,38.36,76.72
1691,22-09-2024,SKU0003,1,43.2,43.2
1692,21-09-2024,SKU0069,2,82.25,164.5
1693,28-10-2024,SKU0019,2,14.23,28.46
1694,04-10-2024,SKU0007,1,58.57,58.57
1695,14-11-2024,SKU0086,2,82.4,164.8
1696,29-09-2024,SKU0090,1,81.77,81.77
1697,10-11-2024,SKU0050,2,20.85,41.7
1698,06-10-2024,SKU0089,1,86.04,86.04
1699,24-10-2024,SKU0006,1,16.95,16.95
1700,07-10-2024,SKU0005,1,93.17,93.17
1701,20-09-2024,SKU0061,1,29.47,29.47
1702,29-09-2024,SKU0086,1,20.37,20.37
1703,04-10-2024,SKU0095,1,16.66,16.66
1704,29-09-2024,SKU0058,2,40.91,81.82
1705,29-09-2024,SKU0022,1,41.37,41.37
1706,25-10-2024,SKU0057,1,57.35,57.35
1707,23-10-2024,SKU0075,1,75.97,75.97
1708,16-11-2024,SKU0032,2,55.88,111.76
1709,21-10-2024,SKU0017,2,98.11,196.22
1710,24-10-2024,SKU0058,1,28.93,28.93
1711,26-10-2024,SKU0041,2,28.95,57.9
1712,13-10-2024,SKU0022,2,73.44,146.88
1713,13-11-2024,SKU0080,1,38.28,38.28
1714,12-10-2024,SKU0042,1,25.44,25.44
1715,28-09-2024,SKU0079,2,81.32,162.64
1716,18-09-2024,SKU0008,1,30.36,30.36
1717,29-10-2024,SKU0046,1,77.4,77.4
1718,13-11-2024,SKU0048,1,28.6,28.6
1719,15-11-2024,SKU0003,1,94.55,94.55
1720,06-10-2024,SKU0077,1,36.56,36.56
1721,21-10-2024,SKU0030,2,77.48,154.96
1722,10-11-2024,SKU0028,1,85.73,85.73
1723,26-09-2024,SKU0073,2,21.04,42.08
1724,24-09-2024,SKU0076,2,16.12,32.24
1725,26-10-2024,SKU0025,1,63.85,63.85
1726,01-11-2024,SKU0037,2,65.81,131.62
1727,22-10-2024,SKU0085,2,66.05,132.1
1728,17-10-2024,SKU0051,1,51.06,51.06
1729,01-10-2024,SKU0039,1,94.12,94.12
1730,28-10-2024,SKU0083,1,72.29,72.29
1731,04-10-2024,SKU0072,2,16.68,33.36
1732,09-11-2024,SKU0067,1,80.65,80.65
1733,01-10-2024,SKU0086,2,34.79,69.58
1734,05-10-2024,SKU0001,2,75.07,150.14
1735,10-10-2024,SKU0038,2,15.33,30.66
1736,21-10-2024,SKU0052,2,79,158
1737,18-09-2024,SKU0063,1,58.85,58.85
1738,29-09-2024,SKU0052,1,74.87,74.87
1739,31-10-2024,SKU0083,1,54.48,54.48
1740,12-11-2024,SKU0085,1,82.1,82.1
1741,25-09-2024,SKU0060,1,95.23,95.23
1742,12-11-2024,SKU0013,1,76.82,76.82
1743,21-10-2024,SKU0091,2,76.98,153.96
1744,18-09-2024,SKU0017,2,29.5,59
1745,01-11-2024,SKU0084,1,41.9,41.9
1746,02-10-2024,SKU0030,1,21.25,21.25
1747,01-11-2024,SKU0038,1,57.92,57.92
1748,22-10-2024,SKU0011,2,50.19,100.38
1749,18-09-2024,SKU0027,2,36.52,73.04
1750,02-10-2024,SKU0038,2,16.23,32.46
1751,24-09-2024,SKU0028,1,93.83,93.83
1752,13-11-2024,SKU0026,1,64.49,64.49
1753,17-09-2024,SKU0033,2,39.25,78.5
1754,04-10-2024,SKU0032,1,41.29,41.29
1755,09-11-2024,SKU0054,1,45.59,45.59
1756,27-10-2024,SKU0025,2,83.05,166.1
1757,12-10-2024,SKU0024,1,28.94,28.94
1758,30-10-2024,SKU0040,2,87.08,174.16
1759,21-09-2024,SKU0027,2,38.02,76.04
1760,07-10-2024,SKU0046,2,88.4,176.8
1761,21-10-2024,SKU0086,1,90.63,90.63
1762,26-10-2024,SKU0084,2,72.7,145.4
1763,14-10-2024,SKU0097,1,90.53,90.53
1764,09-11-2024,SKU0069,1,77.24,77.24
1765,12-10-2024,SKU0093,1,23.01,23.01
1766,18-10-2024,SKU0069,1,96.05,96.05
1767,15-11-2024,SKU0039,1,27.11,27.11
1768,03-11-2024,SKU0081,2,54.52,109.04
1769,05-11-2024,SKU0029,1,44.51,44.51
1770,30-10-2024,SKU0075,2,41.33,82.66
1771,30-10-2024,SKU0086,1,80.53,80.53
1772,07-10-2024,SKU0031,1,36.19,36.19
1773,20-09-2024,SKU0065,2,58.39,116.78
1774,14-11-2024,SKU0015,1,40.3,40.3
1775,28-10-2024,SKU0083,2,90.41,180.82
1776,27-10-2024,SKU0074,1,23.96,23.96
1777,22-10-2024,SKU0009,2,25.79,51.58
1778,10-10-2024,SKU0013,2,20.01,40.02
1779,19-10-2024,SKU0045,1,78.2,78.2
1780,21-09-2024,SKU0090,2,24.53,49.06
1781,12-11-2024,SKU0006,1,57.98,57.98
1782,19-09-2024,SKU0044,2,79.01,158.02
1783,27-09-2024,SKU0002,2,20.4,40.8
1784,31-10-2024,SKU0029,1,93.74,93.74
1785,18-10-2024,SKU0048,2,35.56,71.12
1786,08-10-2024,SKU0012,1,81.31,81.31
1787,27-09-2024,SKU0087,1,81.42,81.42
1788,13-11-2024,SKU0067,1,41.35,41.35
1789,24-10-2024,SKU0050,1,59.55,59.55
1790,14-11-2024,SKU0011,2,66.78,133.56
1791,08-10-2024,SKU0005,2,47.4,94.8
1792,20-09-2024,SKU0045,2,42.21,84.42
1793,25-10-2024,SKU0074,2,86.69,173.38
1794,19-09-2024,SKU0047,1,28.17,28.17
1795,09-11-2024,SKU0006,2,81.54,163.08
1796,26-09-2024,SKU0080,2,28.34,56.68
1797,23-10-2024,SKU0095,2,73.01,146.02
1798,05-10-2024,SKU0087,1,35.89,35.89
1799,04-10-2024,SKU0094,2,93.46,186.92
1800,14-10-2024,SKU0084,2,64.48,128.96
1801,17-10-2024,SKU0089,2,58.02,116.04
1802,03-10-2024,SKU0099,1,36.57,36.57
1803,10-10-2024,SKU0069,2,55.78,111.56
1804,17-09-2024,SKU0063,2,15.93,31.86
1805,21-09-2024,SKU0067,2,22.9,45.8
1806,18-10-2024,SKU0047,1,36.55,36.55
1807,08-11-2024,SKU0034,1,95.43,95.43
1808,03-10-2024,SKU0012,1,52.11,52.11
1809,12-11-2024,SKU0027,1,46.04,46.04
1810,07-10-2024,SKU0069,1,79.53,79.53
1811,27-10-2024,SKU0086,1,72.43,72.43
1812,29-10-2024,SKU0068,1,69.76,69.76
1813,08-10-2024,SKU0028,2,64.51,129.02
1814,25-10-2024,SKU0071,1,21.7,21.7
1815,25-10-2024,SKU0045,2,45.15,90.3
1816,20-10-2024,SKU0098,1,91.11,91.11
1817,30-09-2024,SKU0002,1,96.37,96.37
1818,02-10-2024,SKU0009,2,48.94,97.88
1819,21-09-2024,SKU0079,1,10.09,10.09
1820,04-10-2024,SKU0031,1,54.94,54.94
1821,20-09-2024,SKU0036,1,30.45,30.45
1822,30-10-2024,SKU0015,1,26.93,26.93
1823,06-11-2024,SKU0097,2,35.54,71.08
1824,14-10-2024,SKU0062,1,21.04,21.04
1825,31-10-2024,SKU0031,1,14.13,14.13
1826,13-10-2024,SKU0027,2,50.02,100.04
1827,22-09-2024,SKU0002,2,33.63,67.26
1828,27-09-2024,SKU0073,1,33.06,33.06
1829,02-11-2024,SKU0043,1,29.94,29.94
1830,07-10-2024,SKU0001,1,54.7,54.7
1831,03-10-2024,SKU0083,2,75.99,151.98
1832,17-10-2024,SKU0009,2,69.12,138.24
1833,20-10-2024,SKU0060,2,97.83,195.66
1834,29-09-2024,SKU0002,2,92.26,184.52
1835,09-10-2024,SKU0058,1,47.56,47.56
1836,12-11-2024,SKU0065,2,83.17,166.34
1837,17-09-2024,SKU0012,2,26.6,53.2
1838,20-09-2024,SKU0055,1,29.11,29.11
1839,16-10-2024,SKU0090,1,73.08,73.08
1840,17-10-2024,SKU0010,1,29.5,29.5
1841,02-11-2024,SKU0065,2,50.61,101.22
1842,02-10-2024,SKU0065,1,38.98,38.98
1843,29-10-2024,SKU0061,1,30.94,30.94
1844,19-09-2024,SKU0095,2,23.9,47.8
1845,28-09-2024,SKU0075,2,65.07,130.14
1846,28-09-2024,SKU0069,2,15.06,30.12
1847,27-09-2024,SKU0035,1,73.23,73.23
1848,02-10-2024,SKU0011,1,90.53,90.53
1849,15-10-2024,SKU0068,2,40.91,81.82
1850,08-11-2024,SKU0038,1,47.19,47.19
1851,07-10-2024,SKU0039,1,63.15,63.15
1852,31-10-2024,SKU0021,2,69.96,139.92
1853,30-10-2024,SKU0036,1,59.03,59.03
1854,28-10-2024,SKU0092,1,72.13,72.13
1855,13-11-2024,SKU0072,2,82.77,165.54
1856,29-10-2024,SKU0020,1,99.1,99.1
1857,05-11-2024,SKU0043,2,45.35,90.7
1858,21-09-2024,SKU0021,1,62.62,62.62
1859,07-11-2024,SKU0035,1,43.86,43.86
1860,29-09-2024,SKU0064,1,31.41,31.41
1861,03-10-2024,SKU0032,1,99.78,99.78
1862,28-09-2024,SKU0036,1,11.25,11.25
1863,03-10-2024,SKU0069,1,15.82,15.82
1864,17-09-2024,SKU0052,2,62.47,124.94
1865,24-09-2024,SKU0004,1,73.89,73.89
1866,02-10-2024,SKU0007,1,75.6,75.6
1867,01-10-2024,SKU0098,2,73.3,146.6
1868,05-10-2024,SKU0084,2,80.97,161.94
1869,11-10-2024,SKU0071,1,77.02,77.02
1870,17-10-2024,SKU0024,2,59.14,118.28
1871,28-10-2024,SKU0021,2,52.31,104.62
1872,18-09-2024,SKU0057,2,74.82,149.64
1873,12-11-2024,SKU0073,2,75.91,151.82
1874,14-11-2024,SKU0019,2,39.93,79.86
1875,11-10-2024,SKU0084,2,10.27,20.54
1876,17-10-2024,SKU0028,1,38.29,38.29
1877,20-09-2024,SKU0032,2,58.13,116.26
1878,20-09-2024,SKU0034,1,57.35,57.35
1879,07-11-2024,SKU0016,1,44.19,44.19
1880,28-09-2024,SKU0038,2,93.91,187.82
1881,03-10-2024,SKU0081,1,52.87,52.87
1882,07-10-2024,SKU0075,1,22.51,22.51
1883,15-10-2024,SKU0004,2,27.42,54.84
1884,08-10-2024,SKU0056,2,18.51,37.02
1885,22-10-2024,SKU0040,2,34.15,68.3
1886,26-10-2024,SKU0050,2,37.43,74.86
1887,02-10-2024,SKU0040,1,40.07,40.07
1888,01-10-2024,SKU0082,2,85.26,170.52
1889,16-10-2024,SKU0049,2,78.89,157.78
1890,01-11-2024,SKU0048,1,54.65,54.65
1891,06-11-2024,SKU0006,1,49.99,49.99
1892,27-09-2024,SKU0096,2,44.03,88.06
1893,12-11-2024,SKU0005,1,11.22,11.22
1894,29-09-2024,SKU0079,2,92.78,185.56
1895,09-10-2024,SKU0045,2,36.23,72.46
1896,26-10-2024,SKU0016,1,85.77,85.77
1897,10-11-2024,SKU0017,2,76.68,153.36
1898,27-10-2024,SKU0059,2,20.3,40.6
1899,20-10-2024,SKU0056,2,38.19,76.38
1900,06-10-2024,SKU0079,2,53.62,107.24
1901,18-09-2024,SKU0035,2,33.59,67.18
1902,24-09-2024,SKU0008,1,46.19,46.19
1903,04-10-2024,SKU0099,1,35.42,35.42
1904,11-11-2024,SKU0061,2,67.21,134.42
1905,09-11-2024,SKU0100,2,42.46,84.92
1906,23-09-2024,SKU0027,1,41.17,41.17
1907,29-10-2024,SKU0078,2,34.44,68.88
1908,17-10-2024,SKU0087,1,82.14,82.14
1909,16-11-2024,SKU0020,2,68.13,136.26
1910,08-10-2024,SKU0057,2,74.89,149.78
1911,14-10-2024,SKU0070,1,45.45,45.45
1912,11-10-2024,SKU0088,2,85.55,171.1
1913,07-11-2024,SKU0023,2,47.47,94.94
1914,17-09-2024,SKU0100,2,25.88,51.76
1915,18-10-2024,SKU0076,1,55.96,55.96
1916,11-10-2024,SKU0002,2,50.04,100.08
1917,03-11-2024,SKU0027,1,18.26,18.26
1918,02-10-2024,SKU0032,1,69.64,69.64
1919,15-10-2024,SKU0093,2,83.08,166.16
1920,28-10-2024,SKU0050,2,42.05,84.1
1921,10-10-2024,SKU0064,1,78.33,78.33
1922,03-10-2024,SKU0040,2,62.73,125.46
1923,16-11-2024,SKU0033,2,34.57,69.14
1924,28-10-2024,SKU0029,2,40.96,81.92
1925,22-09-2024,SKU0033,1,95.15,95.15
1926,30-09-2024,SKU0100,2,29.42,58.84
1927,12-10-2024,SKU0017,1,23.67,23.67
1928,15-11-2024,SKU0074,1,16.81,16.81
1929,14-10-2024,SKU0065,1,88.8,88.8
1930,02-11-2024,SKU0043,1,70.49,70.49
1931,22-10-2024,SKU0063,2,20.5,41
1932,17-10-2024,SKU0081,1,78.91,78.91
1933,13-10-2024,SKU0092,2,66.65,133.3
1934,18-09-2024,SKU0100,1,98.76,98.76
1935,05-10-2024,SKU0058,1,56.03,56.03
1936,14-10-2024,SKU0091,1,56.48,56.48
1937,31-10-2024,SKU0043,2,32.43,64.86
1938,30-10-2024,SKU0037,2,27.18,54.36
1939,12-11-2024,SKU0046,1,76.02,76.02
1940,07-10-2024,SKU0025,1,43.54,43.54
1941,10-11-2024,SKU0098,1,75.19,75.19
1942,31-10-2024,SKU0067,1,79.7,79.7
1943,01-10-2024,SKU0093,1,91.3,91.3
1944,20-10-2024,SKU0099,2,48.47,96.94
1945,26-10-2024,SKU0051,2,18.63,37.26
1946,19-09-2024,SKU0074,1,11.95,11.95
1947,17-09-2024,SKU0038,2,36.27,72.54
1948,16-11-2024,SKU0038,2,93.92,187.84
1949,10-10-2024,SKU0001,1,77.3,77.3
1950,29-10-2024,SKU0054,2,60.32,120.64
1951,13-10-2024,SKU0065,2,31.57,63.14
1952,25-09-2024,SKU0096,2,74.16,148.32
1953,10-10-2024,SKU0022,2,76.68,153.36
1954,03-10-2024,SKU0061,1,30.74,30.74
1955,14-10-2024,SKU0058,1,73.73,73.73
1956,25-10-2024,SKU0054,2,20.82,41.64
1957,10-11-2024,SKU0019,2,19.15,38.3
1958,20-09-2024,SKU0099,1,14.97,14.97
1959,16-11-2024,SKU0070,1,82.92,82.92
1960,15-10-2024,SKU0034,2,34.36,68.72
1961,31-10-2024,SKU0079,2,64.38,128.76
1962,14-10-2024,SKU0044,1,23,23
1963,11-11-2024,SKU0067,1,49.82,49.82
1964,23-10-2024,SKU0052,1,12.49,12.49
1965,15-10-2024,SKU0022,2,87.4,174.8
1966,30-10-2024,SKU0029,1,58.58,58.58
1967,07-11-2024,SKU0014,1,90.15,90.15
1968,15-10-2024,SKU0094,2,52.1,104.2
1969,21-09-2024,SKU0062,1,38.47,38.47
1970,27-09-2024,SKU0015,2,46.07,92.14
1971,18-09-2024,SKU0093,2,31.95,63.9
1972,20-09-2024,SKU0014,1,89.7,89.7
1973,26-09-2024,SKU0067,1,36.61,36.61
1974,11-11-2024,SKU0022,2,36.3,72.6
1975,25-10-2024,SKU0097,1,66.85,66.85
1976,30-10-2024,SKU0087,2,21.05,42.1
1977,24-09-2024,SKU0007,2,29.73,59.46
1978,10-11-2024,SKU0084,1,48.69,48.69
1979,09-10-2024,SKU0007,1,26.43,26.43
1980,13-10-2024,SKU0017,2,33.16,66.32
1981,09-10-2024,SKU0032,2,72.99,145.98
1982,03-11-2024,SKU0079,2,35.19,70.38
1983,20-10-2024,SKU0077,1,67.35,67.35
1984,21-10-2024,SKU0056,2,54.5,109
1985,03-10-2024,SKU0062,1,79.09,79.09
1986,02-11-2024,SKU0058,1,77.57,77.57
1987,05-11-2024,SKU0058,2,27.78,55.56
1988,26-09-2024,SKU0003,1,94.89,94.89
1989,09-11-2024,SKU0089,1,82.2,82.2
1990,18-09-2024,SKU0096,1,57.94,57.94
1991,03-10-2024,SKU0080,2,60.38,120.76
1992,17-10-2024,SKU0001,1,84.6,84.6
1993,02-10-2024,SKU0067,1,53.57,53.57
1994,10-10-2024,SKU0020,1,53.06,53.06
1995,12-11-2024,SKU0092,1,66.72,66.72
1996,23-09-2024,SKU0086,2,17.95,35.9
1997,05-10-2024,SKU0100,1,62.39,62.39
1998,02-10-2024,SKU0062,1,30.15,30.15
1999,19-10-2024,SKU0056,2,20.5,41
2000,22-10-2024,SKU0053,1,83.39,83.39
2001,31-10-2024,SKU0065,2,44.36,88.72
2002,26-09-2024,SKU0056,1,55.25,55.25
2003,29-10-2024,SKU0078,1,36.41,36.41
2004,06-11-2024,SKU0045,1,12.78,12.78
2005,01-10-2024,SKU0079,1,49.82,49.82
2006,29-10-2024,SKU0096,2,77.52,155.04
2007,19-09-2024,SKU0018,1,78.25,78.25
2008,18-09-2024,SKU0048,2,92.98,185.96
2009,29-10-2024,SKU0038,1,85.64,85.64
2010,28-10-2024,SKU0022,1,98.41,98.41
2011,21-10-2024,SKU0080,1,61.45,61.45
2012,13-10-2024,SKU0075,1,14.58,14.58
2013,21-09-2024,SKU0071,2,87.71,175.42
2014,01-10-2024,SKU0073,1,95.68,95.68
2015,22-10-2024,SKU0001,2,51.78,103.56
2016,04-11-2024,SKU0042,2,20.25,40.5
2017,19-10-2024,SKU0072,1,12.22,12.22
2018,17-09-2024,SKU0075,1,65.22,65.22
2019,28-09-2024,SKU0069,2,70.09,140.18
2020,28-10-2024,SKU0029,1,11.46,11.46
2021,27-10-2024,SKU0006,2,95.43,190.86
